Tópico,Pregunta,Total Puntos,Total Puntos a Considerar,Punto 1,Puntuación 1,Punto 2,Puntuación 2,Punto 3,Puntuación 3,ID,Scoring Guideline,Tópico,Pregunta,Total Puntos,Total Puntos a Considerar,Punto 1,Puntuación 1,Punto 2,Puntuación 2,Punto 3,Puntuación 3,ID,Scoring Guideline,Response,Response_100,Bad_Response,Response_Sin_Pauta,Response_Sin_Pauta_Alejada
tabla hash,¿Qué es y para que sirve el factor de carga?,2.0,2,Relación entre los elementos que hay en la tabla y el tamaño de esta,1.0,Sirve para saber cuando agrandar la tabla ,1.0,,0.0,e0ba5ba7f962bc9ec8958ca2365150a3a285973d5ed658d8737b29ce2ea4566b,"Punto 1: Relación entre los elementos que hay en la tabla y el tamaño de esta (Puntuación: 1.0), Punto 2: Sirve para saber cuando agrandar la tabla  (Puntuación: 1.0)",tabla hash,¿Qué es y para que sirve el factor de carga?,2.0,2,Relación entre los elementos que hay en la tabla y el tamaño de esta,1.0,Sirve para saber cuando agrandar la tabla ,1.0,,0.0,e0ba5ba7f962bc9ec8958ca2365150a3a285973d5ed658d8737b29ce2ea4566b,"Punto 1: Relación entre los elementos que hay en la tabla y el tamaño de esta (Puntuación: 1.0), Punto 2: Sirve para saber cuando agrandar la tabla  (Puntuación: 1.0)","El factor de carga es una métrica utilizada en informática y matemáticas para medir la ocupación de una estructura de datos como una tabla hash o un árbol de búsqueda. Indica la relación entre los elementos que hay en la tabla y el tamaño de esta. Sirve para saber cuándo agrandar la tabla, es decir, cuándo es necesario aumentar su tamaño para evitar colisiones y mejorar el rendimiento en la inserción y búsqueda de elementos.","El factor de carga es un concepto utilizado en la programación para medir la relación entre los elementos que hay en una tabla y su tamaño. Sirve para determinar la cantidad de elementos que se pueden agregar a una tabla antes de que sea necesario aumentar su tamaño. Así, el factor de carga ayuda a optimizar el uso de memoria y el rendimiento de las operaciones de inserción y búsqueda en la tabla.",El factor de carga es un indicador que muestra la relación entre las dimensiones de un objeto y el tamaño de la tabla en la que se encuentra. También sirve para determinar cuándo es necesario agrandar la tabla para evitar problemas de rendimiento.,"El factor de carga es un concepto utilizado en ingeniería y tecnología de la información para medir la carga de trabajo o el uso de un recurso en relación con su capacidad máxima. En el contexto de servidores o sistemas informáticos, el factor de carga se refiere a la proporción entre la carga actual del sistema y su capacidad máxima. Ayuda a monitorear y equilibrar la carga de trabajo de un sistema para garantizar un rendimiento eficiente y evitar sobrecargas o tiempos de respuesta lentos.",El factor de carga es una medida que indica la relación entre los elementos que hay en una tabla y el tamaño de esta. Sirve para saber cuándo es necesario agrandar la tabla para optimizar el rendimiento del sistema.
tabla hash,"En una tabla hash, ¿por qué al eliminar un dato se “marca” (por ejemplo asignando NULL a la key) en vez de dejar la casilla en NULL directamente?",2.0,1,Para evitar problemas con el sondeo (algoritmo de resolución de colisiones),2.0,,0.0,,0.0,976cd47e56556dd213d5a34112e1ed024b67026c0efbe39d8420b75999c13816,Punto 1: Para evitar problemas con el sondeo (algoritmo de resolución de colisiones) (Puntuación: 2.0),tabla hash,"En una tabla hash, ¿por qué al eliminar un dato se “marca” (por ejemplo asignando NULL a la key) en vez de dejar la casilla en NULL directamente?",2.0,1,Para evitar problemas con el sondeo (algoritmo de resolución de colisiones),2.0,,0.0,,0.0,976cd47e56556dd213d5a34112e1ed024b67026c0efbe39d8420b75999c13816,Punto 1: Para evitar problemas con el sondeo (algoritmo de resolución de colisiones) (Puntuación: 2.0),"La razón principal por la cual se marca un dato en una tabla hash al eliminarlo, en lugar de dejar la casilla en NULL directamente, es para evitar problemas con el algoritmo de resolución de colisiones conocido como sondeo. El sondeo se utiliza para resolver las colisiones que ocurren cuando dos o más elementos se asignan a la misma posición de la tabla hash. Si se dejara la casilla en NULL directamente al eliminar un dato, se podrían producir incoherencias en el algoritmo de sondeo, ya que no se sabría si la casilla vacía aún se debe considerar como una posición ocupada o no. Por lo tanto, marcar el dato eliminado en vez de dejar la casilla en NULL permite a los algoritmos de sondeo tener un mejor control sobre las posiciones ocupadas y desocupadas en la tabla hash, evitando posibles problemas y garantizando su correcto funcionamiento.","En una tabla hash, se marca el dato a eliminar en lugar de dejar la casilla en NULL directamente para evitar problemas con el sondeo. El sondeo es un algoritmo de resolución de colisiones que se basa en buscar un espacio vacío en la tabla para insertar el nuevo dato. Si dejamos la casilla en NULL directamente, el algoritmo de sondeo podría considerar esa casilla como vacía y causar problemas en la inserción de nuevos datos.",Punto 1: Para evitar problemas con el sondeo (algoritmo de resolución de colisiones) (Puntuación: 2.0),"En una tabla hash, al eliminar un dato se “marca” en lugar de dejar la casilla en NULL directamente para evitar colisiones y mantener la estructura de la tabla. Si la casilla se dejara en NULL directamente, podría causar problemas al insertar nuevos datos en la misma posición, ya que no se podría diferenciar si la casilla está vacía porque se eliminó un dato o porque nunca se insertó uno. Al marcar la casilla con un valor especial, como NULL, se puede distinguir entre una casilla vacía y una casilla que ha sido marcada, lo que permite un manejo más eficiente y preciso de la tabla hash.","En una tabla hash, se marca el dato eliminado (por ejemplo, asignando NULL a la key) en lugar de dejar la casilla en NULL directamente para evitar problemas con el sondeo, algoritmo de resolución de colisiones."
tabla hash,¿Cómo se realiza la expansión de la tabla hash cuando esta supera el 70% de su capacidad?,2.0,2,Se crea una nueva tabla hash de mayor tamaño,1.0,Se reinsertan los elementos existentes en la nueva tabla,1.0,,0.0,0c492edcb05e834c66a3d68e635279e6f4c13179a394c22da3bd480dc9ccbd71,"Punto 1: Se crea una nueva tabla hash de mayor tamaño (Puntuación: 1.0), Punto 2: Se reinsertan los elementos existentes en la nueva tabla (Puntuación: 1.0)",tabla hash,¿Cómo se realiza la expansión de la tabla hash cuando esta supera el 70% de su capacidad?,2.0,2,Se crea una nueva tabla hash de mayor tamaño,1.0,Se reinsertan los elementos existentes en la nueva tabla,1.0,,0.0,0c492edcb05e834c66a3d68e635279e6f4c13179a394c22da3bd480dc9ccbd71,"Punto 1: Se crea una nueva tabla hash de mayor tamaño (Puntuación: 1.0), Punto 2: Se reinsertan los elementos existentes en la nueva tabla (Puntuación: 1.0)",La expansión de la tabla hash cuando supera el 70% de su capacidad se realiza de la siguiente manera: Punto 1: Se crea una nueva tabla hash de mayor tamaño. Punto 2: Se reinsertan los elementos existentes en la nueva tabla.,La expansión de la tabla hash cuando esta supera el 70% de su capacidad se realiza de la siguiente manera: Punto 1: Se crea una nueva tabla hash de mayor tamaño. Punto 2: Se reinsertan los elementos existentes en la nueva tabla.,"La expansión de la tabla hash cuando supera el 70% de su capacidad se realiza de la siguiente manera: primero se elimina el 30% de los elementos existentes en la tabla, luego se crea una nueva tabla hash de menor tamaño y finalmente se reinsertan los elementos restantes en la nueva tabla.","Cuando una tabla hash supera el 70% de su capacidad, generalmente se realiza la expansión de la tabla hash utilizando un algoritmo de rehashing. El algoritmo de rehashing crea una nueva tabla hash con una capacidad mayor, generalmente el doble de la capacidad original. Luego, se vuelven a agregar todas las claves y valores de la tabla hash original a la nueva tabla hash utilizando una nueva función de dispersión para calcular las nuevas ubicaciones de las claves. Esto ayuda a evitar la posibilidad de colisiones y mejora el rendimiento de la tabla hash al garantizar un factor de carga menor.","Cuando la tabla hash excede el 70% de su capacidad, se procede a generar una nueva tabla de mayor tamaño y se reinsertan los elementos existentes en ella."
ABB,¿Qué propiedad debe cumplir un árbol binario de búsqueda?,2.0,1,La clave de cada nodo debe ser mayor que las claves de la izaquierda y menor a las de la derecha,2.0,,0.0,,0.0,c69ac256ccb4585bf64bb477c28c9c4f20e125c8b03fddf21269c899e3c3bd67,Punto 1: La clave de cada nodo debe ser mayor que las claves de la izaquierda y menor a las de la derecha (Puntuación: 2.0),ABB,¿Qué propiedad debe cumplir un árbol binario de búsqueda?,2.0,1,La clave de cada nodo debe ser mayor que las claves de la izaquierda y menor a las de la derecha,2.0,,0.0,,0.0,c69ac256ccb4585bf64bb477c28c9c4f20e125c8b03fddf21269c899e3c3bd67,Punto 1: La clave de cada nodo debe ser mayor que las claves de la izaquierda y menor a las de la derecha (Puntuación: 2.0),La clave de cada nodo debe ser mayor que las claves de la izquierda y menor a las de la derecha (Puntuación: 2.0),La propiedad que debe cumplir un árbol binario de búsqueda es que la clave de cada nodo debe ser mayor que las claves de la izquierda y menor que las de la derecha.,"En un árbol binario de búsqueda, cada nodo debe tener un valor mayor en la rama izquierda y menor en la rama derecha. (Puntuación: 2.0)","La propiedad que debe cumplir un árbol binario de búsqueda es que todos los nodos en el subárbol izquierdo de un nodo dado deben ser menores que el nodo, y todos los nodos en el subárbol derecho deben ser mayores que el nodo.",La clave de cada nodo debe ser mayor que las claves de la izquierda y menor que las de la derecha.
ABB,¿Qué significa que un árbol binario de búsqueda esté equilibrado (AVL)?,2.0,1,"Si para cada nodo, la diferencia en altura entre el subárbol izquierdo y el subárbol derecho es a lo más 1",2.0,,0.0,,0.0,71fc7d393bb72b7debe052cbc91f1ec4e4a34bf3be665c1f28da9a1b5be6c9ff,"Punto 1: Si para cada nodo, la diferencia en altura entre el subárbol izquierdo y el subárbol derecho es a lo más 1 (Puntuación: 2.0)",ABB,¿Qué significa que un árbol binario de búsqueda esté equilibrado (AVL)?,2.0,1,"Si para cada nodo, la diferencia en altura entre el subárbol izquierdo y el subárbol derecho es a lo más 1",2.0,,0.0,,0.0,71fc7d393bb72b7debe052cbc91f1ec4e4a34bf3be665c1f28da9a1b5be6c9ff,"Punto 1: Si para cada nodo, la diferencia en altura entre el subárbol izquierdo y el subárbol derecho es a lo más 1 (Puntuación: 2.0)","En un árbol binario de búsqueda equilibrado (AVL), para cada nodo la diferencia en altura entre el subárbol izquierdo y el subárbol derecho es a lo más 1.","En un árbol binario de búsqueda equilibrado (AVL), la diferencia en altura entre el subárbol izquierdo y el subárbol derecho de cada nodo es como máximo 1. Esto asegura que el árbol esté balanceado, lo cual permite realizar operaciones de búsqueda y inserción de manera eficiente, manteniendo un tiempo de ejecución óptimo. Un árbol AVL garantiza un tiempo de búsqueda de O(log n) en el peor de los casos, donde n es el número de nodos en el árbol.","En el contexto de un árbol binario de búsqueda, cuando se dice que está equilibrado (AVL) significa que para cada nodo, la diferencia en altura entre el subárbol izquierdo y el subárbol derecho es a lo más 1.",Un árbol binario de búsqueda está equilibrado (AVL) cuando la diferencia de altura entre sus subárboles izquierdo y derecho es como máximo 1.,"Cuando se habla de un árbol binario de búsqueda equilibrado (AVL), se refiere a que para cada nodo del árbol, la diferencia en altura entre su subárbol izquierdo y su subárbol derecho es a lo más 1."
ABB,Explique cómo obtener el siguiente nodo con clave mayor a la de un nodo dado en un árbol binario de búsqueda.,2.0,2,Si tiene hijo derecho: se va al nodo derecho y luego a su hijo izquierdo más lejano,1.0,Si no tiene hijo derecho: primer ancestro con clave mayor,1.0,,0.0,95b50f3a115db5be48b64ec4ac4315e847629a0f48d3848e19c47d94c74b7f3a,"Punto 1: Si tiene hijo derecho: se va al nodo derecho y luego a su hijo izquierdo más lejano (Puntuación: 1.0), Punto 2: Si no tiene hijo derecho: primer ancestro con clave mayor (Puntuación: 1.0)",ABB,Explique cómo obtener el siguiente nodo con clave mayor a la de un nodo dado en un árbol binario de búsqueda.,2.0,2,Si tiene hijo derecho: se va al nodo derecho y luego a su hijo izquierdo más lejano,1.0,Si no tiene hijo derecho: primer ancestro con clave mayor,1.0,,0.0,95b50f3a115db5be48b64ec4ac4315e847629a0f48d3848e19c47d94c74b7f3a,"Punto 1: Si tiene hijo derecho: se va al nodo derecho y luego a su hijo izquierdo más lejano (Puntuación: 1.0), Punto 2: Si no tiene hijo derecho: primer ancestro con clave mayor (Puntuación: 1.0)","El siguiente nodo con clave mayor a la de un nodo dado en un árbol binario de búsqueda puede obtenerse de la siguiente manera:

Punto 1: Si el nodo dado tiene un hijo derecho, se debe ir al nodo derecho y luego al hijo izquierdo más lejano de ese nodo.

Punto 2: Si el nodo dado no tiene hijo derecho, se debe buscar el primer ancestro con una clave mayor a la del nodo dado.

Estos dos puntos nos ayudan a encontrar el siguiente nodo con clave mayor en un árbol binario de búsqueda.","Para obtener el siguiente nodo con una clave mayor a la de un nodo dado en un árbol binario de búsqueda, se deben seguir dos puntos clave. Primero, si el nodo tiene un hijo derecho, se debe ir al nodo derecho y luego al hijo izquierdo más lejano. Si el nodo no tiene hijo derecho, se debe buscar el primer ancestro que tenga una clave mayor. Estos dos pasos permitirán encontrar el siguiente nodo con clave mayor en el árbol binario de búsqueda.",,"Para obtener el siguiente nodo con una clave mayor a la de un nodo dado en un árbol binario de búsqueda, se deben seguir los siguientes pasos:

1. Comenzar en el nodo dado.
2. Si el nodo tiene un hijo derecho, entonces el siguiente nodo con una clave mayor se encuentra en el subárbol derecho del nodo actual. Se debe seguir el enlace del hijo derecho hasta llegar al nodo más a la izquierda en ese subárbol derecho.
3. Si el nodo no tiene un hijo derecho, entonces se debe buscar el primer nodo padre en el que el nodo dado sea parte de su subárbol izquierdo. Este padre será el siguiente nodo con una clave mayor.

Al seguir estos pasos, se puede obtener el siguiente nodo con clave mayor a la de un nodo dado en un árbol binario de búsqueda.","Para obtener el siguiente nodo con clave mayor a la de un nodo dado en un árbol binario de búsqueda, se seguirán los siguientes pasos:
Punto 1: Si el nodo dado tiene un hijo derecho, se irá al nodo derecho y luego al hijo izquierdo más lejano.
Punto 2: Si el nodo dado no tiene un hijo derecho, se buscará el primer ancestro con clave mayor a la del nodo dado.
Esta es la forma correcta de obtener el siguiente nodo con clave mayor en un árbol binario de búsqueda."
ABB,Explique un algoritmo para calcular la cantidad de nodos descendientes de un nodo en un árbol binario.,2.0,2,Recorre el árbol,1.0,Se incrementa un contador por cada nodo visitado en el subárbol del nodo dado,1.0,,0.0,ceaabaa6b3aaf87522818235e40b65a887bf9a66250c126e8c67fe8adb37b887,"Punto 1: Recorre el árbol (Puntuación: 1.0), Punto 2: Se incrementa un contador por cada nodo visitado en el subárbol del nodo dado (Puntuación: 1.0)",ABB,Explique un algoritmo para calcular la cantidad de nodos descendientes de un nodo en un árbol binario.,2.0,2,Recorre el árbol,1.0,Se incrementa un contador por cada nodo visitado en el subárbol del nodo dado,1.0,,0.0,ceaabaa6b3aaf87522818235e40b65a887bf9a66250c126e8c67fe8adb37b887,"Punto 1: Recorre el árbol (Puntuación: 1.0), Punto 2: Se incrementa un contador por cada nodo visitado en el subárbol del nodo dado (Puntuación: 1.0)","Para calcular la cantidad de nodos descendientes de un nodo en un árbol binario, se puede seguir el siguiente algoritmo: 

Punto 1: Recorrer el árbol: Este paso consiste en recorrer todo el árbol binario, ya sea de forma recursiva o iterativa, visitando cada nodo. 

Punto 2: Incrementar un contador: En cada nodo visitado, se debe incrementar un contador para llevar la cuenta de la cantidad de nodos descendientes visitados. Esto se puede hacer mediante una variable que se vaya sumando en cada nodo. 

Al aplicar estos dos puntos en todos los nodos del árbol, se obtendrá la cantidad de nodos descendientes del nodo dado.","Para calcular la cantidad de nodos descendientes de un nodo en un árbol binario, se puede seguir el siguiente algoritmo: Punto 1: Recorrer el árbol de manera recursiva, iniciando desde el nodo dado. Punto 2: En cada nodo visitado, incrementar un contador. Punto 3: Continuar el recorrido por los nodos hijos del nodo actual. Punto 4: Una vez terminado el recorrido, el contador tendrá almacenada la cantidad de nodos descendientes del nodo inicial.","Para calcular la cantidad de nodos descendientes de un nodo en un árbol binario, se puede utilizar un algoritmo de recorrido en profundidad. Este algoritmo consiste en recorrer el árbol de forma recursiva, visitando cada nodo y llevando un contador que se incrementa por cada nodo visitado en el subárbol del nodo dado. De esta manera, al finalizar el recorrido, el contador tendrá la cantidad de nodos descendientes del nodo en cuestión.",,
ABB,Explique paso a paso la inserción en un árbol binario de búsqueda.,2.0,3,"Explica cómo ""buscar"" la clave a insertar",0.0,"Se ""busca"" la clave a insertar",1.0,Se agrega el nuevo dato como hijo del último nodo visitado,1.0,e161e92f03d8e6fac4c1f160ef1ec2fb635c1b44ff169576dcfb205422597881,"Punto 1: Explica cómo ""buscar"" la clave a insertar (Puntuación: 0.0), Punto 2: Se ""busca"" la clave a insertar (Puntuación: 1.0), Punto 3: Se agrega el nuevo dato como hijo del último nodo visitado (Puntuación: 1.0)",ABB,Explique paso a paso la inserción en un árbol binario de búsqueda.,2.0,3,"Explica cómo ""buscar"" la clave a insertar",0.0,"Se ""busca"" la clave a insertar",1.0,Se agrega el nuevo dato como hijo del último nodo visitado,1.0,e161e92f03d8e6fac4c1f160ef1ec2fb635c1b44ff169576dcfb205422597881,"Punto 1: Explica cómo ""buscar"" la clave a insertar (Puntuación: 0.0), Punto 2: Se ""busca"" la clave a insertar (Puntuación: 1.0), Punto 3: Se agrega el nuevo dato como hijo del último nodo visitado (Puntuación: 1.0)","Punto 1: Para insertar un nuevo elemento en un árbol binario de búsqueda, primero debemos buscar la ubicación adecuada. Comenzamos en la raíz del árbol y comparamos la clave del nuevo elemento con la clave del nodo actual. Si la clave del nuevo elemento es menor, nos movemos hacia la izquierda; si es mayor, nos movemos hacia la derecha. Continuamos este proceso hasta llegar a un nodo vacío.","Paso 1: Buscar la clave a insertar en el árbol binario de búsqueda. Paso 2: Si la clave ya existe, no se hace nada. Paso 3: Si la clave no existe, se encuentra el lugar correcto para insertarla siguiendo las reglas del árbol binario. Paso 4: Se agrega el nuevo dato como hijo del último nodo visitado. Paso 5: Se actualiza la estructura del árbol para mantener el orden de búsqueda. Paso 6: Finalmente, se ha completado la inserción en el árbol binario de búsqueda.","Paso 1: Se busca la clave a insertar en el árbol binario (Puntuación: 1.0), Paso 2: Se verifica si la clave ya existe en el árbol (Puntuación: 1.0), Paso 3: Si la clave no existe, se agrega como hijo del último nodo visitado (Puntuación: 1.0)",,"Para insertar un elemento en un árbol binario de búsqueda, se deben seguir los siguientes pasos: Punto 1: Se realiza una búsqueda comparando la clave a insertar con la clave del nodo actual. Si la clave a insertar es menor, se continúa la búsqueda por la rama izquierda. Si es mayor, se continúa la búsqueda por la rama derecha. Punto 2: Se llega a un nodo sin hijos, es decir, una hoja. Punto 3: Se agrega el nuevo nodo como hijo del nodo hoja encontrado en el paso anterior, siguiendo la regla de que los hijos menores van a la izquierda y los mayores a la derecha."
ABB,"Para obtener un árbol binario de búsqueda perfectamente balanceado,en qué orden deberíamos ingresar la siguiente secuencia de claves: [1 2 3 4 5 6 7]?",2.0,1,"Da un ejemplo correcto, por ejemplo: [4 2 3 1 6 5 7] o [4 2 6 1 3 5 7]",2.0,,0.0,,0.0,63f09fd52f15b2d1d8f97b9b727ce7f8ae102f95fde4b20406461a9c8b2912dd,"Punto 1: Da un ejemplo correcto, por ejemplo: [4 2 3 1 6 5 7] o [4 2 6 1 3 5 7] (Puntuación: 2.0)",ABB,"Para obtener un árbol binario de búsqueda perfectamente balanceado,en qué orden deberíamos ingresar la siguiente secuencia de claves: [1 2 3 4 5 6 7]?",2.0,1,"Da un ejemplo correcto, por ejemplo: [4 2 3 1 6 5 7] o [4 2 6 1 3 5 7]",2.0,,0.0,,0.0,63f09fd52f15b2d1d8f97b9b727ce7f8ae102f95fde4b20406461a9c8b2912dd,"Punto 1: Da un ejemplo correcto, por ejemplo: [4 2 3 1 6 5 7] o [4 2 6 1 3 5 7] (Puntuación: 2.0)",Un orden válido para obtener un árbol binario de búsqueda perfectamente balanceado con la secuencia de claves [1 2 3 4 5 6 7] es [4 2 6 1 3 5 7].,,"Para obtener un árbol binario de búsqueda perfectamente balanceado, deberíamos ingresar la siguiente secuencia de claves en el siguiente orden: [4 2 6 1 3 5 7]","Para obtener un árbol binario de búsqueda perfectamente balanceado, la secuencia de claves [1 2 3 4 5 6 7] debe ser ingresada en orden ascendente o descendente.","Para obtener un árbol binario de búsqueda perfectamente balanceado con la secuencia de claves [1 2 3 4 5 6 7], podríamos ingresar las claves en el siguiente orden: [4 2 6 1 3 5 7]."
AVL,"Explique, de manera general, cuándo y cómo se efectúan las rotaciones en un árbol AVL.",2.0,2,Cuando el árbol se desequilibra después de una inserción o eliminación,1.0,Descripción general de las rotaciones en un AVL,1.0,,0.0,e31181268b9eea4e021b40c96e870df77f210c31e299f29086f5eabfb7aa3008,"Punto 1: Cuando el árbol se desequilibra después de una inserción o eliminación (Puntuación: 1.0), Punto 2: Descripción general de las rotaciones en un AVL (Puntuación: 1.0)",AVL,"Explique, de manera general, cuándo y cómo se efectúan las rotaciones en un árbol AVL.",2.0,2,Cuando el árbol se desequilibra después de una inserción o eliminación,1.0,Descripción general de las rotaciones en un AVL,1.0,,0.0,e31181268b9eea4e021b40c96e870df77f210c31e299f29086f5eabfb7aa3008,"Punto 1: Cuando el árbol se desequilibra después de una inserción o eliminación (Puntuación: 1.0), Punto 2: Descripción general de las rotaciones en un AVL (Puntuación: 1.0)",Punto 1: Las rotaciones en un árbol AVL se efectúan cuando el árbol se desequilibra después de una inserción o eliminación. Punto 2: Las rotaciones son un proceso para reequilibrar el árbol AVL y se realizan mediante diferentes combinaciones de rotaciones a la izquierda y a la derecha en los nodos afectados.,"Cuando el árbol se desequilibra después de una inserción o eliminación, se realizan rotaciones en un árbol AVL para restaurar el balance. Las rotaciones se pueden realizar de diferentes formas dependiendo de la dirección del desequilibrio. Por ejemplo, si un subárbol está demasiado a la izquierda y otro está demasiado a la derecha, se puede realizar una rotación simple o doble hacia la izquierda o hacia la derecha para equilibrar el árbol. Las rotaciones permiten ajustar la altura y mantener la propiedad de balanceo de un árbol AVL. ","Cuándo y cómo se efectúan las rotaciones en un árbol AVL dependen del desequilibrio que se produce después de una inserción o eliminación. En términos generales, cuando el árbol se desequilibra, se realizan rotaciones para restaurar el equilibrio. Estas rotaciones pueden ser simples, como una rotación hacia la derecha o hacia la izquierda, o pueden ser dobles, como una rotación doble hacia la derecha o hacia la izquierda. El objetivo de estas rotaciones es reorganizar los nodos del árbol de manera que se mantenga la propiedad de equilibrio AVL, donde la diferencia de altura entre los subárboles izquierdo y derecho de cada nodo no excede 1.El objetivo de estas rotaciones es reorganizar los nodos del árbol de manera que se mantenga la propiedad de equilibrio AVL, donde la diferencia de altura entre los subárboles izquierdo y derecho de cada nodo no excede 1.","Las rotaciones en un árbol AVL se realizan cuando se viola la condición de equilibrio. Estas rotaciones permiten mantener el equilibrio en el árbol AVL. Hay dos tipos de rotaciones: rotaciones simples (a derecha o a izquierda) y rotaciones doblemente enlazadas (izquierda-derecha o derecha-izquierda). Las rotaciones simples se realizan cuando un nodo se inserta en el subárbol izquierdo del subárbol izquierdo de un nodo, o en el subárbol derecho del subárbol derecho de un nodo. Las rotaciones dobles se realizan cuando un nodo se inserta en el subárbol izquierdo del subárbol derecho de un nodo, o en el subárbol derecho del subárbol izquierdo de un nodo. Al realizar estas rotaciones, se reorganizan los nodos del árbol y se actualizan los factores de equilibrio para mantener la propiedad AVL.","En primer lugar, las rotaciones en un árbol AVL tienen lugar cuando el árbol se desequilibra después de una inserción o eliminación. Estas rotaciones se utilizan para mantener el equilibrio en el árbol, asegurándose de que la altura de los subárboles izquierdo y derecho difiera en no más de uno. En cuanto a cómo se efectúan las rotaciones, hay dos tipos principales: rotaciones simples y rotaciones dobles. Las rotaciones simples incluyen rotaciones a la izquierda y rotaciones a la derecha, que se utilizan cuando un subárbol se vuelve más alto que el otro. Las rotaciones dobles, por otro lado, implican una combinación de rotaciones simples para mantener el equilibrio en casos más complejos. En resumen, las rotaciones en un árbol AVL se aplican cuando se produce un desequilibrio y se utilizan para restablecer el equilibrio manteniendo la diferencia de altura en los subárboles izquierdo y derecho en no más de uno."
